date,time,value
2024-04-22,20:11:30,112
2024-04-22,20:11:30,119
2024-04-22,20:11:31,143
2024-04-22,20:11:31,148
2024-04-22,20:11:32,137
2024-04-22,20:11:32,138
2024-04-22,20:11:33,149
2024-04-22,20:11:33,163
2024-04-22,20:11:34,148
2024-04-22,20:11:34,140
2024-04-22,20:11:35,126
2024-04-22,20:11:36,111
2024-04-22,20:11:37,100
2024-04-22,20:11:37,98
2024-04-22,20:11:38,94
2024-04-22,20:11:39,87
2024-04-22,20:11:40,81
2024-04-22,20:11:40,78
2024-04-22,20:11:42,77
2024-04-22,20:11:43,76
2024-04-22,20:11:43,77
2024-04-22,20:11:44,78
2024-04-22,20:11:46,77
2024-04-22,20:11:47,78
2024-04-22,20:11:48,77
2024-04-22,20:11:49,76
2024-04-22,20:11:50,77
2024-04-22,20:11:51,78
2024-04-22,20:11:52,77
2024-04-22,20:11:54,78
2024-04-22,20:11:55,77
2024-04-22,20:11:59,76
2024-04-22,20:12:01,77
2024-04-22,20:12:01,76
2024-04-22,20:12:04,77
2024-04-22,20:12:07,78
2024-04-22,20:12:07,79
2024-04-22,20:12:10,80
2024-04-22,20:12:11,79
2024-04-22,20:12:13,80
2024-04-22,20:12:16,81
2024-04-22,20:12:17,82
2024-04-22,20:12:19,83
2024-04-22,20:12:21,82
2024-04-22,20:12:22,83
2024-04-22,20:12:23,82
2024-04-22,20:12:27,81
2024-04-22,20:12:33,80
2024-04-22,20:12:33,79
2024-04-22,20:12:36,78
2024-04-22,20:12:40,79
2024-04-22,20:12:41,80
2024-04-22,20:12:43,81
2024-04-22,20:12:45,80
2024-04-22,20:12:45,79
2024-04-22,20:12:47,78
2024-04-22,20:12:52,77
2024-04-22,20:12:53,78
2024-04-22,20:12:55,79
2024-04-22,20:12:56,78
2024-04-22,20:12:57,79
2024-04-22,20:12:58,78
2024-04-22,20:13:01,79
2024-04-22,20:13:01,78
2024-04-22,20:13:03,77
2024-04-22,20:13:04,78
2024-04-22,20:13:05,77
2024-04-22,20:13:05,76
2024-04-22,20:13:06,77
2024-04-22,20:13:10,78
2024-04-22,20:13:13,79
2024-04-22,20:13:16,80
2024-04-22,20:13:17,79
2024-04-22,20:13:18,78
2024-04-22,20:13:21,77
2024-04-22,20:13:26,78
2024-04-22,20:13:28,77
2024-04-22,20:13:28,78
2024-04-22,20:13:30,79
2024-04-22,20:13:30,82
2024-04-22,20:13:31,87
2024-04-22,20:13:31,91
2024-04-22,20:13:32,103
2024-04-22,20:13:32,112
2024-04-22,20:13:34,120
2024-04-22,20:13:35,130
2024-04-22,20:13:35,139
2024-04-22,20:13:36,143
2024-04-22,20:13:36,146
2024-04-22,20:13:37,139
2024-04-22,20:13:37,159
2024-04-22,20:13:38,151
2024-04-22,20:13:38,140
2024-04-22,20:13:39,126
2024-04-22,20:13:40,112
2024-04-22,20:13:41,102
2024-04-22,20:13:42,94
2024-04-22,20:13:42,90
2024-04-22,20:13:43,84
2024-04-22,20:13:44,82
2024-04-22,20:13:45,77
2024-04-22,20:13:45,80
2024-04-22,20:13:51,79
2024-04-22,20:13:51,78
2024-04-22,20:13:52,77
2024-04-22,20:13:54,76
2024-04-22,20:13:58,77
2024-04-22,20:13:59,78
2024-04-22,20:14:00,82
2024-04-22,20:14:01,89
2024-04-22,20:14:01,97
2024-04-22,20:14:02,107
2024-04-22,20:14:02,115
2024-04-22,20:14:03,136
2024-04-22,20:14:04,134
2024-04-22,20:14:04,131
2024-04-22,20:14:05,122
2024-04-22,20:14:06,112
2024-04-22,20:14:07,102
2024-04-22,20:14:07,99
2024-04-22,20:14:08,93
2024-04-22,20:14:09,88
2024-04-22,20:14:10,83
2024-04-22,20:14:10,78
2024-04-22,20:14:11,79
2024-04-22,20:14:12,80
2024-04-22,20:14:14,78
2024-04-22,20:14:16,77
2024-04-22,20:14:19,76
2024-04-22,20:14:20,77
2024-04-22,20:14:20,80
2024-04-22,20:14:21,85
2024-04-22,20:14:21,90
2024-04-22,20:14:22,103
2024-04-22,20:14:22,126
2024-04-22,20:14:24,128
2024-04-22,20:14:24,125
2024-04-22,20:14:25,119
2024-04-22,20:14:26,111
2024-04-22,20:14:27,102
2024-04-22,20:14:28,96
2024-04-22,20:14:28,91
2024-04-22,20:14:29,83
2024-04-22,20:14:30,79
2024-04-22,20:14:30,82
2024-04-22,20:14:31,85
2024-04-22,20:14:31,98
2024-04-22,20:14:32,107
2024-04-22,20:14:32,127
2024-04-22,20:14:33,125
2024-04-22,20:14:34,129
2024-04-22,20:14:34,135
2024-04-22,20:14:35,139
2024-04-22,20:14:35,141
2024-04-22,20:14:36,138
2024-04-22,20:14:36,141
2024-04-22,20:14:37,160
2024-04-22,20:14:37,176
2024-04-22,20:14:38,192
2024-04-22,20:14:38,196
2024-04-22,20:14:39,169
2024-04-22,20:14:40,147
2024-04-22,20:14:41,129
2024-04-22,20:14:42,116
2024-04-22,20:14:42,110
2024-04-22,20:14:43,102
2024-04-22,20:14:44,95
2024-04-22,20:14:45,88
2024-04-22,20:14:45,82
2024-04-22,20:14:46,79
2024-04-22,20:14:48,80
2024-04-22,20:14:50,79
2024-04-22,20:14:51,80
2024-04-22,20:14:51,79
2024-04-22,20:14:52,78
2024-04-22,20:14:54,77
2024-04-22,20:14:55,76
2024-04-22,20:14:58,75
2024-04-22,20:15:00,78
2024-04-22,20:15:00,83
2024-04-22,20:15:01,95
2024-04-22,20:15:01,104
2024-04-22,20:15:02,126
2024-04-22,20:15:02,159
2024-04-22,20:15:03,179
2024-04-22,20:15:03,192
2024-04-22,20:15:04,178
2024-04-22,20:15:04,177
2024-04-22,20:15:05,178
2024-04-22,20:15:06,151
2024-04-22,20:15:06,136
2024-04-22,20:15:07,123
2024-04-22,20:15:08,113
2024-04-22,20:15:09,103
2024-04-22,20:15:09,95
2024-04-22,20:15:10,92
2024-04-22,20:15:11,86
2024-04-22,20:15:12,81
2024-04-22,20:15:12,77
2024-04-22,20:15:13,78
2024-04-22,20:15:18,79
2024-04-22,20:15:19,82
2024-04-22,20:15:19,87
2024-04-22,20:15:20,100
2024-04-22,20:15:20,106
2024-04-22,20:15:21,116
2024-04-22,20:15:21,117
2024-04-22,20:15:22,118
2024-04-22,20:15:23,119
2024-04-22,20:15:24,118
2024-04-22,20:15:24,111
2024-04-22,20:15:25,103
2024-04-22,20:15:26,97
2024-04-22,20:15:26,91
2024-04-22,20:15:27,86
2024-04-22,20:15:28,81
2024-04-22,20:15:32,80
2024-04-22,20:15:35,81
2024-04-22,20:15:35,82
2024-04-22,20:15:36,83
2024-04-22,20:15:36,85
2024-04-22,20:15:37,86
2024-04-22,20:15:38,88
2024-04-22,20:15:39,94
2024-04-22,20:15:39,108
2024-04-22,20:15:40,114
2024-04-22,20:15:41,133
2024-04-22,20:15:42,131
2024-04-22,20:15:43,127
2024-04-22,20:15:44,117
2024-04-22,20:15:45,106
2024-04-22,20:15:46,99
2024-04-22,20:15:46,92
2024-04-22,20:15:47,86
2024-04-22,20:15:48,80
2024-04-22,20:15:49,77
2024-04-22,20:15:49,76
2024-04-22,20:15:52,75
2024-04-22,20:15:55,74
2024-04-22,20:15:56,73
2024-04-22,20:15:57,74
2024-04-22,20:15:58,73
2024-04-22,20:16:03,74
2024-04-22,20:16:07,75
2024-04-22,20:16:10,76
2024-04-22,20:16:11,75
2024-04-22,20:16:13,76
2024-04-22,20:16:13,77
2024-04-22,20:16:16,78
2024-04-22,20:16:16,79
2024-04-22,20:16:17,83
2024-04-22,20:16:17,89
2024-04-22,20:16:18,91
2024-04-22,20:16:18,104
2024-04-22,20:16:19,106
2024-04-22,20:16:20,108
2024-04-22,20:16:21,107
2024-04-22,20:16:22,105
2024-04-22,20:16:23,99
2024-04-22,20:16:24,91
2024-04-22,20:16:24,89
2024-04-22,20:16:25,85
2024-04-22,20:16:26,79
2024-04-22,20:16:27,78
2024-04-22,20:16:28,77
2024-04-22,20:16:29,78
2024-04-22,20:16:31,77
2024-04-22,20:16:32,78
2024-04-22,20:16:34,79
2024-04-22,20:16:34,82
2024-04-22,20:16:35,94
2024-04-22,20:16:35,102
2024-04-22,20:16:36,120
2024-04-22,20:16:36,133
2024-04-22,20:16:37,162
2024-04-22,20:16:37,175
2024-04-22,20:16:38,189
2024-04-22,20:16:38,164
2024-04-22,20:16:39,145
2024-04-22,20:16:40,128
2024-04-22,20:16:41,117
2024-04-22,20:16:41,111
2024-04-22,20:16:42,101
2024-04-22,20:16:43,95
2024-04-22,20:16:44,89
2024-04-22,20:16:45,83
2024-04-22,20:16:45,77
2024-04-22,20:16:49,76
2024-04-22,20:16:50,77
2024-04-22,20:16:52,76
2024-04-22,20:16:52,77
2024-04-22,20:16:55,76
2024-04-22,20:16:55,77
2024-04-22,20:16:58,76
2024-04-22,20:16:59,77
2024-04-22,20:17:04,76
2024-04-22,20:17:06,77
2024-04-22,20:17:08,76
2024-04-22,20:17:14,75
2024-04-22,20:17:16,76
2024-04-22,20:17:19,77
2024-04-22,20:17:22,78
2024-04-22,20:17:23,79
2024-04-22,20:17:24,80
2024-04-22,20:17:25,81
2024-04-22,20:17:25,83
2024-04-22,20:17:26,84
2024-04-22,20:17:27,85
2024-04-22,20:17:27,86
2024-04-22,20:17:28,87
2024-04-22,20:17:30,88
2024-04-22,20:17:31,91
2024-04-22,20:17:31,95
2024-04-22,20:17:32,107
2024-04-22,20:17:32,112
2024-04-22,20:17:33,122
2024-04-22,20:17:33,119
2024-04-22,20:17:34,118
2024-04-22,20:17:35,115
2024-04-22,20:17:35,114
2024-04-22,20:17:36,107
2024-04-22,20:17:37,99
2024-04-22,20:17:38,92
2024-04-22,20:17:39,86
2024-04-22,20:17:39,82
2024-04-22,20:17:40,77
2024-04-22,20:17:41,78
2024-04-22,20:17:45,79
2024-04-22,20:17:46,80
2024-04-22,20:17:50,79
2024-04-22,20:17:51,78
2024-04-22,20:17:51,79
2024-04-22,20:17:52,78
2024-04-22,20:17:54,77
2024-04-22,20:17:55,79
2024-04-22,20:17:56,82
2024-04-22,20:17:56,95
2024-04-22,20:17:57,105
2024-04-22,20:17:57,129
2024-04-22,20:17:58,137
2024-04-22,20:17:58,168
2024-04-22,20:17:59,192
2024-04-22,20:17:59,196
2024-04-22,20:18:00,170
2024-04-22,20:18:00,153
2024-04-22,20:18:01,145
2024-04-22,20:18:01,152
2024-04-22,20:18:02,137
2024-04-22,20:18:03,126
2024-04-22,20:18:04,114
2024-04-22,20:18:05,103
2024-04-22,20:18:05,96
2024-04-22,20:18:07,97
2024-04-22,20:18:08,100
2024-04-22,20:18:09,101
2024-04-22,20:18:10,103
2024-04-22,20:18:11,101
2024-04-22,20:18:12,100
2024-04-22,20:18:13,97
2024-04-22,20:18:14,91
2024-04-22,20:18:14,84
2024-04-22,20:18:15,79
2024-04-22,20:18:16,78
2024-04-22,20:18:19,80
2024-04-22,20:18:20,81
2024-04-22,20:18:21,82
2024-04-22,20:18:25,81
2024-04-22,20:18:25,82
2024-04-22,20:18:26,81
2024-04-22,20:18:27,82
2024-04-22,20:18:28,83
2024-04-22,20:18:29,87
2024-04-22,20:18:29,92
2024-04-22,20:18:30,105
2024-04-22,20:18:30,113
2024-04-22,20:18:31,136
2024-04-22,20:18:31,137
2024-04-22,20:18:33,135
2024-04-22,20:18:33,127
2024-04-22,20:18:34,116
2024-04-22,20:18:35,109
2024-04-22,20:18:36,101
2024-04-22,20:18:36,95
2024-04-22,20:18:37,88
2024-04-22,20:18:38,82
2024-04-22,20:18:38,81
2024-04-22,20:18:42,80
2024-04-22,20:18:43,81
2024-04-22,20:18:44,80
2024-04-22,20:18:46,81
2024-04-22,20:18:47,80
2024-04-22,20:18:48,83
2024-04-22,20:18:48,89
2024-04-22,20:18:49,100
2024-04-22,20:18:49,108
2024-04-22,20:18:50,132
2024-04-22,20:18:50,145
2024-04-22,20:18:51,176
2024-04-22,20:18:51,175
2024-04-22,20:18:52,176
2024-04-22,20:18:52,169
2024-04-22,20:18:53,155
2024-04-22,20:18:53,146
2024-04-22,20:18:54,144
2024-04-22,20:18:54,129
2024-04-22,20:18:55,118
2024-04-22,20:18:56,112
2024-04-22,20:18:56,104
2024-04-22,20:18:57,99
2024-04-22,20:18:58,92
2024-04-22,20:18:59,88
2024-04-22,20:19:00,86
2024-04-22,20:19:01,80
2024-04-22,20:19:02,79
2024-04-22,20:19:03,78
2024-04-22,20:19:04,77
2024-04-22,20:19:07,76
2024-04-22,20:19:10,77
2024-04-22,20:19:13,78
2024-04-22,20:19:14,77
2024-04-22,20:19:14,76
2024-04-22,20:19:20,77
2024-04-22,20:19:20,78
2024-04-22,20:19:21,79
2024-04-22,20:19:22,80
2024-04-22,20:19:24,79
2024-04-22,20:19:25,78
2024-04-22,20:19:26,77
2024-04-22,20:19:27,76
2024-04-22,20:19:28,75
2024-04-22,20:19:29,74
2024-04-22,20:19:30,73
2024-04-22,20:19:31,75
2024-04-22,20:19:33,76
2024-04-22,20:19:34,77
2024-04-22,20:19:36,79
2024-04-22,20:19:37,77
2024-04-22,20:19:39,76
2024-04-22,20:19:40,75
2024-04-22,20:19:41,76
2024-04-22,20:19:44,74
2024-04-22,20:19:45,77
2024-04-22,20:19:50,76
2024-04-22,20:19:50,75
2024-04-22,20:19:51,76
2024-04-22,20:19:57,77
2024-04-22,20:20:00,76
2024-04-22,20:20:02,77
2024-04-22,20:20:03,76
2024-04-22,20:20:04,77
2024-04-22,20:20:05,81
2024-04-22,20:20:05,85
2024-04-22,20:20:06,97
2024-04-22,20:20:07,98
2024-04-22,20:20:07,97
2024-04-22,20:20:10,98
2024-04-22,20:20:11,95
2024-04-22,20:20:11,90
2024-04-22,20:20:12,86
2024-04-22,20:20:13,80
2024-04-22,20:20:14,76
2024-04-22,20:20:15,77
2024-04-22,20:20:18,78
2024-04-22,20:20:20,79
2024-04-22,20:20:21,80
2024-04-22,20:20:24,79
2024-04-22,20:20:24,78
2024-04-22,20:20:26,76
2024-04-22,20:20:27,75
2024-04-22,20:20:28,74
2024-04-22,20:20:30,73
2024-04-22,20:20:31,74
2024-04-22,20:20:31,78
2024-04-22,20:20:32,84
2024-04-22,20:20:32,100
2024-04-22,20:20:33,110
2024-04-22,20:20:33,109
2024-04-22,20:20:34,108
2024-04-22,20:20:35,107
2024-04-22,20:20:36,105
2024-04-22,20:20:37,99
2024-04-22,20:20:38,91
2024-04-22,20:20:39,84
2024-04-22,20:20:40,79
2024-04-22,20:20:40,74
2024-04-22,20:20:41,75
2024-04-22,20:20:43,76
2024-04-22,20:20:46,77
2024-04-22,20:20:47,78
2024-04-22,20:20:48,81
2024-04-22,20:20:48,87
2024-04-22,20:20:49,102
2024-04-22,20:20:49,122
2024-04-22,20:20:50,136
2024-04-22,20:20:50,147
2024-04-22,20:20:51,170
2024-04-22,20:20:52,157
2024-04-22,20:20:52,144
2024-04-22,20:20:53,128
2024-04-22,20:20:54,116
2024-04-22,20:20:55,106
2024-04-22,20:20:55,97
2024-04-22,20:20:56,90
2024-04-22,20:20:57,86
2024-04-22,20:20:58,82
2024-04-22,20:20:59,77
2024-04-22,20:21:00,76
2024-04-22,20:21:01,75
2024-04-22,20:21:03,74
2024-04-22,20:21:06,75
2024-04-22,20:21:07,74
2024-04-22,20:21:09,75
2024-04-22,20:21:11,74
2024-04-22,20:21:13,75
2024-04-22,20:21:15,74
2024-04-22,20:21:17,75
2024-04-22,20:21:18,74
2024-04-22,20:21:19,73
2024-04-22,20:21:20,74
2024-04-22,20:21:22,73
2024-04-22,20:21:23,74
2024-04-22,20:21:23,75
2024-04-22,20:21:25,76
2024-04-22,20:21:26,78
2024-04-22,20:21:29,77
2024-04-22,20:21:31,76
2024-04-22,20:21:33,78
2024-04-22,20:21:34,83
2024-04-22,20:21:34,96
2024-04-22,20:21:35,99
2024-04-22,20:21:36,101
2024-04-22,20:21:37,100
2024-04-22,20:21:37,99
2024-04-22,20:21:38,98
2024-04-22,20:21:40,94
2024-04-22,20:21:41,88
